OrderID,OrderDate,Category,Region,Sales,Quantity,Discount,SubCategory,Profit
O3607,2028-02-24,Office Supplies,East,734.97,8,0.03,Art,243.0
O3608,2031-08-12,Technology,West,1510.68,9,0.26,Machines,265.83
O3609,2024-01-10,Furniture,East,1322.4,2,0.21,Furnishings,253.66
O3610,2027-12-12,Office Supplies,West,1170.62,9,0.07,Paper,355.31
O3611,2034-08-31,Office Supplies,West,1069.2,4,0.27,Storage,221.28
O3612,2032-07-01,Technology,West,1690.01,6,0.19,Phones,399.9
O3613,2031-07-22,Office Supplies,Central,485.2,7,0.29,Storage,89.38
O3614,2030-07-27,Furniture,West,896.09,4,0.29,Tables,139.57
O3615,2026-03-30,Technology,South,327.8,8,0.0,Copiers,65.64
O3616,2029-05-31,Technology,East,1199.96,8,0.04,Copiers,293.3
O3617,2023-10-04,Office Supplies,South,516.08,1,0.16,Art,111.14
O3618,2022-02-11,Office Supplies,Central,681.01,8,0.29,Art,93.35
O3619,2021-06-16,Office Supplies,East,953.08,3,0.3,Paper,165.04
O3620,2022-05-24,Technology,West,73.01,5,0.17,Machines,17.36
O3621,2025-07-20,Office Supplies,East,202.04,8,0.05,Paper,53.5
O3622,2031-01-13,Furniture,Central,1378.14,6,0.05,Chairs,245.72
O3623,2030-07-22,Office Supplies,Central,869.36,4,0.23,Storage,122.06
O3624,2034-04-21,Office Supplies,South,1732.28,4,0.18,Binders,250.01
O3625,2022-11-12,Technology,East,1395.45,4,0.16,Phones,238.37
O3626,2027-11-30,Office Supplies,East,36.04,6,0.14,Storage,8.02
O3627,2026-10-22,Technology,East,1241.09,7,0.22,Machines,124.07
O3628,2033-10-22,Office Supplies,South,205.58,5,0.26,Binders,15.08
O3629,2032-12-06,Furniture,Central,1566.25,8,0.09,Bookcases,345.41
O3630,2024-09-25,Furniture,West,1983.19,7,0.07,Chairs,563.3
O3631,2024-08-24,Technology,East,1071.77,8,0.2,Phones,112.11
O3632,2027-04-12,Technology,South,1371.9,4,0.27,Copiers,263.89
O3633,2025-03-19,Office Supplies,South,489.88,8,0.1,Art,101.69
O3634,2030-05-02,Office Supplies,West,886.44,6,0.08,Paper,157.55
O3635,2022-07-15,Furniture,Central,1715.07,3,0.07,Bookcases,428.98
O3636,2024-01-05,Office Supplies,East,351.5,8,0.08,Paper,106.45
O3637,2026-03-19,Furniture,East,545.76,7,0.04,Bookcases,142.65
O3638,2021-06-24,Technology,South,901.96,5,0.18,Copiers,192.11
O3639,2026-11-27,Office Supplies,Central,1430.25,4,0.08,Paper,403.99
O3640,2027-02-09,Technology,East,764.25,1,0.18,Accessories,175.7
O3641,2032-09-27,Office Supplies,West,1856.91,3,0.02,Art,373.18
O3642,2032-05-23,Furniture,Central,207.02,2,0.03,Bookcases,61.31
O3643,2031-09-26,Technology,Central,754.19,8,0.16,Copiers,197.91
O3644,2025-02-06,Technology,South,1423.73,8,0.15,Copiers,327.6
O3645,2031-07-22,Office Supplies,South,467.45,5,0.08,Art,133.44
O3646,2029-09-07,Technology,East,1319.7,5,0.25,Accessories,195.09
O3647,2025-04-17,Furniture,South,345.15,4,0.06,Bookcases,75.19
O3648,2024-02-26,Technology,Central,130.84,1,0.11,Accessories,32.24
O3649,2022-01-04,Technology,East,259.61,1,0.17,Machines,49.02
O3650,2034-07-18,Office Supplies,East,1861.37,6,0.26,Binders,380.27
O3651,2021-02-12,Technology,Central,1112.47,4,0.13,Accessories,312.78
O3652,2026-03-23,Office Supplies,East,1596.76,4,0.12,Art,419.9
O3653,2030-07-23,Office Supplies,West,678.66,3,0.17,Binders,179.1
O3654,2027-12-11,Technology,West,1193.46,9,0.1,Copiers,241.38
O3655,2032-06-05,Furniture,East,1000.01,3,0.21,Bookcases,229.37
O3656,2028-11-13,Office Supplies,South,1892.56,8,0.07,Paper,405.94
O3657,2025-12-30,Technology,West,1500.2,2,0.25,Phones,139.08
O3658,2024-07-17,Office Supplies,East,1466.47,4,0.08,Art,371.32
O3659,2034-01-22,Furniture,West,111.78,1,0.3,Bookcases,13.22
O3660,2034-02-18,Furniture,South,1108.35,5,0.09,Bookcases,325.03
O3661,2034-04-17,Office Supplies,Central,944.64,2,0.26,Binders,135.87
O3662,2030-04-10,Furniture,East,1857.13,1,0.12,Furnishings,518.41
O3663,2029-02-20,Technology,East,529.54,1,0.07,Copiers,93.62
O3664,2031-09-28,Technology,East,554.27,2,0.07,Copiers,160.5
O3665,2034-09-07,Office Supplies,East,834.47,5,0.26,Paper,153.43
O3666,2023-09-20,Furniture,East,501.87,9,0.09,Furnishings,131.99
O3667,2027-07-15,Technology,East,275.78,6,0.1,Copiers,56.06
O3668,2027-02-19,Technology,South,1717.68,4,0.06,Phones,493.94
O3669,2025-01-16,Technology,Central,1125.39,3,0.29,Copiers,143.48
O3670,2030-05-01,Office Supplies,South,1725.5,8,0.07,Art,469.82
O3671,2022-01-25,Office Supplies,South,1665.65,3,0.07,Paper,412.8
O3672,2023-09-27,Technology,Central,578.44,1,0.28,Copiers,48.37
O3673,2033-08-26,Technology,South,1104.52,4,0.27,Phones,82.49
O3674,2026-01-30,Furniture,West,184.77,5,0.07,Bookcases,40.64
O3675,2022-10-21,Furniture,South,1832.2,5,0.26,Chairs,384.61
O3676,2028-07-26,Furniture,East,820.44,5,0.07,Furnishings,200.56
O3677,2031-01-12,Office Supplies,West,799.48,8,0.03,Paper,244.1
O3678,2034-08-27,Technology,West,619.46,8,0.25,Machines,99.98
O3679,2025-01-21,Office Supplies,Central,932.11,4,0.23,Storage,213.16
O3680,2031-03-21,Technology,South,518.48,9,0.09,Copiers,109.1
O3681,2022-03-28,Furniture,South,762.21,1,0.03,Tables,147.53
O3682,2027-10-12,Furniture,West,1603.9,5,0.06,Chairs,460.48
O3683,2029-10-28,Furniture,South,1671.83,5,0.23,Furnishings,319.02
O3684,2025-03-18,Furniture,South,622.28,5,0.29,Chairs,83.47
O3685,2029-06-21,Technology,Central,948.65,8,0.08,Copiers,198.23
O3686,2023-06-02,Furniture,West,1750.16,9,0.25,Chairs,180.69
O3687,2033-01-26,Technology,East,124.29,3,0.07,Machines,29.5
O3688,2032-02-21,Technology,West,1780.51,9,0.2,Phones,355.98
O3689,2034-07-07,Office Supplies,Central,453.99,8,0.03,Storage,123.41
O3690,2028-01-11,Furniture,Central,1363.51,3,0.18,Furnishings,239.46
O3691,2029-12-22,Furniture,Central,1173.45,2,0.08,Chairs,282.75
O3692,2022-01-10,Office Supplies,South,1114.82,4,0.28,Binders,84.94
O3693,2033-06-13,Technology,West,1721.53,2,0.09,Machines,446.52
O3694,2031-02-15,Furniture,South,221.11,4,0.12,Bookcases,55.31
O3695,2029-05-21,Technology,South,707.12,5,0.25,Machines,54.25
O3696,2033-11-04,Office Supplies,West,1085.74,2,0.13,Storage,190.63
O3697,2029-11-25,Technology,Central,1626.35,8,0.07,Phones,290.82
O3698,2033-08-01,Furniture,East,448.56,1,0.16,Furnishings,120.99
O3699,2033-06-26,Technology,East,1609.8,3,0.25,Copiers,264.01
O3700,2021-04-23,Technology,West,811.28,7,0.13,Machines,166.2
O3701,2029-10-03,Furniture,West,394.05,1,0.04,Chairs,98.3
O3702,2027-07-07,Furniture,Central,1522.79,2,0.11,Furnishings,441.18
O3703,2026-04-09,Technology,West,199.98,3,0.29,Phones,30.79
O3704,2021-05-20,Technology,West,1039.24,2,0.02,Phones,223.75
O3705,2024-11-25,Office Supplies,Central,146.47,2,0.12,Binders,30.35
O3706,2029-01-28,Furniture,Central,725.71,6,0.19,Bookcases,160.48
O3707,2029-09-04,Technology,South,1210.13,7,0.02,Copiers,306.77
O3708,2022-06-01,Furniture,West,1121.11,6,0.1,Tables,220.22
O3709,2028-03-01,Office Supplies,East,821.22,6,0.28,Storage,171.37
O3710,2023-06-07,Technology,West,869.52,9,0.01,Accessories,291.59
O3711,2029-07-02,Technology,East,469.0,8,0.23,Machines,106.1
O3712,2021-02-19,Technology,East,922.65,8,0.25,Phones,87.42
O3713,2031-10-27,Furniture,East,1907.44,6,0.08,Bookcases,372.21
O3714,2030-10-01,Office Supplies,South,1703.9,5,0.06,Binders,402.65
O3715,2021-01-19,Furniture,Central,307.56,9,0.27,Tables,58.38
O3716,2034-03-15,Technology,Central,78.97,2,0.23,Copiers,15.44
O3717,2025-01-13,Office Supplies,South,1868.38,7,0.03,Storage,583.78
O3718,2032-02-14,Technology,Central,1062.96,6,0.06,Copiers,327.51
O3719,2028-02-20,Technology,South,1084.92,7,0.19,Copiers,240.98
O3720,2022-03-28,Furniture,West,1565.82,4,0.13,Chairs,272.87
O3721,2031-04-24,Technology,South,643.08,9,0.15,Copiers,107.92
O3722,2027-09-05,Office Supplies,Central,974.18,7,0.29,Paper,105.09
O3723,2032-10-20,Technology,Central,1937.95,2,0.13,Copiers,349.72
O3724,2025-03-30,Technology,West,1350.85,4,0.26,Accessories,145.03
O3725,2030-07-07,Furniture,South,324.42,5,0.2,Tables,69.06
O3726,2021-05-08,Office Supplies,West,283.79,2,0.04,Binders,52.53
O3727,2034-04-18,Furniture,East,424.44,8,0.22,Bookcases,84.57
O3728,2028-07-24,Technology,South,1538.09,1,0.16,Accessories,374.58
O3729,2033-03-15,Furniture,West,604.85,3,0.07,Bookcases,105.79
O3730,2033-10-09,Furniture,West,62.35,1,0.09,Chairs,10.24
O3731,2024-11-16,Furniture,Central,1889.47,5,0.17,Chairs,298.2
O3732,2021-07-21,Furniture,South,356.03,8,0.18,Bookcases,50.29
O3733,2027-06-28,Technology,East,38.93,7,0.29,Accessories,5.53
O3734,2022-06-02,Technology,East,489.52,9,0.26,Machines,83.86
O3735,2024-09-03,Office Supplies,South,485.36,2,0.06,Art,128.68
O3736,2034-01-29,Furniture,South,855.57,8,0.23,Chairs,118.58
O3737,2026-06-12,Furniture,West,1842.37,8,0.0,Tables,506.21
O3738,2030-09-16,Office Supplies,Central,1760.79,6,0.04,Art,485.98
O3739,2033-05-18,Furniture,Central,924.65,3,0.06,Tables,173.75
O3740,2031-05-31,Office Supplies,Central,833.58,2,0.18,Storage,120.39
O3741,2029-12-20,Technology,South,1118.92,8,0.06,Phones,339.68
O3742,2031-01-03,Office Supplies,Central,502.04,6,0.11,Storage,98.58
O3743,2027-09-01,Furniture,West,123.33,4,0.07,Bookcases,35.17
O3744,2034-05-06,Office Supplies,South,1879.66,5,0.1,Storage,352.72
O3745,2021-07-27,Technology,South,389.66,5,0.28,Accessories,25.81
O3746,2028-03-18,Furniture,Central,412.83,9,0.3,Furnishings,51.63
O3747,2032-04-10,Technology,East,955.47,9,0.21,Copiers,218.68
O3748,2021-06-03,Technology,East,993.39,8,0.17,Phones,236.32
O3749,2030-03-21,Office Supplies,West,56.5,8,0.21,Paper,7.51
O3750,2032-10-24,Technology,Central,312.95,2,0.23,Machines,69.32
O3751,2034-01-17,Furniture,Central,768.75,3,0.22,Bookcases,124.5
O3752,2025-02-27,Technology,South,1373.79,8,0.02,Phones,271.12
O3753,2028-02-14,Technology,South,472.27,5,0.09,Copiers,75.18
O3754,2027-01-05,Office Supplies,Central,857.57,7,0.1,Art,191.04
O3755,2033-04-26,Technology,South,1123.54,8,0.11,Machines,254.99
O3756,2033-11-05,Office Supplies,Central,1779.41,6,0.1,Storage,288.24
O3757,2030-09-25,Office Supplies,West,665.62,5,0.24,Storage,145.33
O3758,2027-08-12,Furniture,South,284.45,8,0.22,Tables,56.25
O3759,2028-10-20,Furniture,Central,988.76,1,0.0,Furnishings,316.59
O3760,2025-10-09,Furniture,South,1498.51,1,0.09,Furnishings,363.54
O3761,2024-07-30,Furniture,West,237.52,1,0.19,Bookcases,48.58
O3762,2031-07-17,Office Supplies,South,860.87,3,0.04,Binders,205.04
O3763,2032-05-31,Technology,Central,55.21,6,0.02,Copiers,16.12
O3764,2033-07-13,Furniture,South,86.45,6,0.25,Bookcases,19.17
O3765,2033-09-30,Furniture,South,976.25,5,0.14,Furnishings,221.76
O3766,2034-04-03,Furniture,Central,610.43,7,0.26,Tables,74.01
O3767,2032-06-27,Technology,East,1693.31,5,0.25,Copiers,199.45
O3768,2027-12-31,Furniture,South,1212.27,2,0.27,Chairs,253.97
O3769,2027-04-25,Technology,South,918.79,4,0.01,Phones,204.66
O3770,2033-05-06,Office Supplies,West,827.71,1,0.06,Storage,240.81
O3771,2023-12-25,Office Supplies,East,1004.55,7,0.09,Binders,225.81
O3772,2028-03-27,Office Supplies,West,100.07,4,0.04,Binders,24.67
O3773,2024-03-23,Technology,Central,1787.73,4,0.15,Copiers,423.93
O3774,2034-06-18,Furniture,Central,1996.64,4,0.24,Chairs,204.07
O3775,2034-01-10,Furniture,West,379.34,3,0.29,Chairs,47.4
O3776,2029-03-14,Furniture,South,258.36,8,0.27,Bookcases,18.18
O3777,2022-07-14,Furniture,East,304.28,4,0.14,Furnishings,70.16
O3778,2029-02-12,Furniture,West,1328.83,8,0.19,Tables,151.16
O3779,2024-06-25,Technology,West,1329.65,9,0.07,Accessories,236.8
O3780,2025-12-19,Office Supplies,Central,1698.89,1,0.12,Art,453.13
O3781,2028-12-25,Furniture,South,1508.62,4,0.26,Bookcases,205.84
O3782,2022-09-02,Office Supplies,East,910.39,6,0.01,Art,204.97
O3783,2027-09-28,Technology,West,1233.45,8,0.16,Accessories,257.65
O3784,2032-04-13,Technology,East,1382.8,6,0.26,Accessories,204.51
O3785,2021-10-11,Furniture,East,1035.22,6,0.04,Tables,250.15
O3786,2029-01-07,Technology,West,961.79,4,0.29,Accessories,183.52
O3787,2033-01-14,Office Supplies,East,1297.29,9,0.0,Storage,405.3
O3788,2023-12-28,Furniture,Central,1123.8,7,0.27,Tables,98.6
O3789,2023-03-28,Furniture,South,1295.01,6,0.11,Tables,298.65
O3790,2021-03-24,Office Supplies,South,1233.45,1,0.04,Storage,238.44
O3791,2026-04-05,Furniture,South,1444.01,2,0.05,Furnishings,305.69
O3792,2030-07-24,Furniture,Central,1292.75,6,0.21,Bookcases,299.24
O3793,2029-08-11,Office Supplies,Central,1049.09,1,0.26,Paper,146.15
O3794,2026-09-25,Furniture,Central,1369.96,5,0.19,Chairs,327.17
O3795,2033-11-27,Furniture,South,909.97,1,0.28,Bookcases,77.26
O3796,2021-06-25,Office Supplies,East,498.51,3,0.25,Storage,52.74
O3797,2028-05-28,Technology,Central,22.81,7,0.0,Machines,5.77
O3798,2034-07-09,Office Supplies,West,1128.73,5,0.2,Paper,174.9
O3799,2022-01-05,Furniture,Central,1189.5,1,0.09,Chairs,317.35
O3800,2025-12-24,Office Supplies,West,1944.66,1,0.14,Storage,427.65
O3801,2026-10-03,Furniture,South,735.73,8,0.03,Bookcases,197.17
O3802,2034-02-07,Furniture,West,800.38,9,0.08,Bookcases,200.38
O3803,2030-07-23,Office Supplies,Central,419.56,7,0.19,Binders,90.13
O3804,2025-11-15,Furniture,Central,159.66,3,0.07,Bookcases,47.73
O3805,2024-09-26,Technology,East,1550.15,6,0.19,Copiers,259.2
O3806,2033-03-21,Furniture,South,514.37,3,0.28,Chairs,92.81
O3807,2030-02-25,Office Supplies,West,1225.63,4,0.0,Storage,336.15
O3808,2033-12-23,Technology,South,1381.79,4,0.24,Phones,260.21
O3809,2031-01-25,Technology,Central,953.05,3,0.19,Machines,225.13
O3810,2027-08-24,Furniture,East,1755.18,6,0.01,Chairs,350.74
O3811,2021-03-14,Office Supplies,Central,898.71,5,0.24,Art,145.59
O3812,2029-02-10,Furniture,Central,584.12,9,0.07,Chairs,183.07
O3813,2023-05-10,Furniture,Central,1794.11,9,0.08,Tables,420.6
O3814,2031-07-24,Office Supplies,West,1725.9,3,0.03,Storage,543.05
O3815,2032-05-01,Office Supplies,Central,344.8,9,0.16,Art,50.99
O3816,2027-08-22,Furniture,South,71.4,3,0.15,Bookcases,15.4
O3817,2023-12-01,Technology,South,198.17,4,0.1,Copiers,55.6
O3818,2027-01-27,Furniture,East,587.36,1,0.05,Chairs,140.81
O3819,2032-01-01,Technology,South,1945.07,5,0.25,Accessories,287.89
O3820,2027-03-10,Furniture,Central,1125.86,9,0.26,Chairs,92.66
O3821,2031-04-10,Office Supplies,Central,759.06,2,0.16,Storage,95.89
O3822,2026-09-18,Technology,South,1779.66,4,0.07,Phones,418.77
O3823,2022-01-04,Office Supplies,East,917.21,2,0.03,Art,285.73
O3824,2028-09-05,Office Supplies,East,644.17,8,0.26,Paper,135.08
O3825,2021-05-31,Office Supplies,South,1883.61,9,0.03,Storage,534.56
O3826,2024-02-09,Office Supplies,West,1702.04,3,0.0,Binders,551.39
O3827,2028-08-16,Office Supplies,West,1690.46,9,0.14,Art,406.1
O3828,2032-05-27,Furniture,West,1034.32,6,0.22,Tables,201.92
O3829,2027-06-05,Technology,West,1583.09,6,0.14,Phones,388.42
O3830,2034-05-30,Furniture,South,375.12,7,0.02,Chairs,99.71
O3831,2027-03-01,Furniture,East,1154.98,5,0.21,Bookcases,189.06
O3832,2021-03-02,Furniture,Central,1968.01,6,0.19,Furnishings,253.62
O3833,2029-03-30,Office Supplies,Central,596.1,1,0.2,Paper,135.06
O3834,2031-09-07,Furniture,South,1592.82,3,0.06,Chairs,281.44
O3835,2024-08-30,Technology,Central,991.15,9,0.24,Accessories,119.05
O3836,2024-03-30,Furniture,West,98.82,5,0.14,Furnishings,20.55
O3837,2033-02-13,Office Supplies,East,1530.78,5,0.16,Storage,406.79
O3838,2025-04-01,Technology,South,353.77,8,0.16,Copiers,84.16
O3839,2033-02-20,Technology,East,1270.32,2,0.09,Copiers,267.15
O3840,2025-06-18,Technology,South,189.62,7,0.08,Accessories,50.65
O3841,2024-08-20,Technology,South,1894.8,9,0.0,Accessories,643.67
O3842,2025-03-07,Furniture,South,597.61,7,0.12,Chairs,131.97
O3843,2025-08-01,Office Supplies,South,468.4,5,0.15,Art,91.01
O3844,2024-09-23,Technology,East,275.69,6,0.22,Machines,47.68
O3845,2025-04-23,Technology,Central,1893.08,4,0.02,Machines,448.15
O3846,2028-05-10,Office Supplies,South,1429.57,7,0.28,Paper,280.34
O3847,2032-12-19,Furniture,West,1488.49,1,0.08,Bookcases,416.17
O3848,2027-06-25,Technology,South,1008.82,4,0.11,Machines,253.03
O3849,2031-04-16,Furniture,East,959.96,3,0.01,Chairs,272.02
O3850,2027-09-01,Furniture,South,237.84,4,0.2,Tables,58.37
O3851,2026-06-17,Furniture,West,1128.49,1,0.21,Bookcases,157.6
O3852,2023-05-20,Furniture,East,508.89,2,0.28,Furnishings,52.15
O3853,2023-10-12,Technology,South,1954.75,9,0.1,Copiers,364.21
O3854,2026-03-27,Technology,West,1597.23,7,0.08,Phones,433.27
O3855,2022-08-26,Furniture,East,837.72,6,0.22,Furnishings,175.58
O3856,2031-06-19,Furniture,South,319.66,2,0.21,Furnishings,59.0
O3857,2022-11-22,Office Supplies,West,1574.96,1,0.28,Storage,248.52
O3858,2022-05-09,Office Supplies,East,261.67,2,0.06,Paper,58.18
O3859,2022-05-05,Office Supplies,South,394.88,7,0.21,Storage,39.87
O3860,2028-01-01,Technology,East,438.81,2,0.02,Phones,100.07
O3861,2033-04-13,Office Supplies,West,1122.64,3,0.14,Storage,244.34
O3862,2021-10-22,Technology,South,1578.37,8,0.04,Copiers,476.57
O3863,2032-01-11,Technology,South,642.34,7,0.2,Machines,139.12
O3864,2028-10-14,Technology,South,187.65,9,0.18,Accessories,25.69
O3865,2028-12-22,Technology,West,939.79,4,0.01,Accessories,190.51
O3866,2025-09-14,Office Supplies,Central,1501.26,7,0.1,Paper,416.73
O3867,2028-02-10,Furniture,South,458.89,1,0.12,Tables,69.45
O3868,2033-12-28,Furniture,West,455.45,2,0.07,Bookcases,102.02
O3869,2026-02-17,Furniture,East,1895.51,7,0.01,Furnishings,396.42
O3870,2033-10-08,Office Supplies,East,1909.22,2,0.1,Art,447.92
O3871,2029-12-03,Furniture,West,1981.12,6,0.24,Tables,266.46
O3872,2028-09-18,Office Supplies,Central,1619.17,9,0.11,Storage,283.96
O3873,2022-03-21,Office Supplies,West,392.6,5,0.1,Paper,93.94
O3874,2030-12-21,Office Supplies,East,439.72,7,0.28,Paper,50.35
O3875,2033-03-17,Furniture,East,693.65,1,0.01,Furnishings,152.62
O3876,2023-01-12,Furniture,South,649.9,8,0.23,Furnishings,123.49
O3877,2026-08-04,Furniture,Central,1913.92,9,0.14,Tables,489.05
O3878,2022-11-11,Technology,West,1582.37,5,0.28,Copiers,159.92
O3879,2027-10-04,Office Supplies,East,1453.54,6,0.12,Paper,244.14
O3880,2031-02-15,Technology,East,388.21,8,0.21,Machines,41.26
O3881,2024-09-20,Office Supplies,East,1820.86,4,0.02,Art,490.15
O3882,2021-03-04,Furniture,West,1659.18,2,0.28,Bookcases,306.44
O3883,2028-01-04,Office Supplies,West,344.01,8,0.1,Paper,64.54
O3884,2031-04-28,Office Supplies,Central,1744.92,2,0.16,Paper,329.96
O3885,2032-11-30,Technology,South,559.05,5,0.04,Phones,114.11
O3886,2021-05-15,Office Supplies,South,180.12,6,0.28,Paper,21.73
O3887,2030-12-24,Furniture,South,1320.51,5,0.2,Bookcases,135.11
O3888,2034-08-11,Office Supplies,East,1314.53,6,0.02,Art,429.34
O3889,2034-06-19,Office Supplies,South,207.97,6,0.05,Binders,57.5
O3890,2026-11-06,Office Supplies,East,651.33,3,0.12,Storage,123.7
O3891,2029-12-23,Technology,Central,1985.77,3,0.07,Copiers,590.13
O3892,2023-04-03,Office Supplies,East,1363.28,9,0.09,Binders,248.72
O3893,2029-06-02,Office Supplies,Central,1465.55,3,0.3,Paper,90.59
O3894,2029-03-01,Technology,Central,441.58,3,0.2,Phones,106.59
O3895,2021-05-01,Technology,South,175.99,2,0.28,Copiers,18.72
O3896,2025-06-26,Technology,South,568.27,7,0.13,Accessories,156.5
O3897,2023-07-14,Technology,East,512.82,4,0.21,Machines,97.76
O3898,2022-10-07,Furniture,West,484.4,1,0.14,Chairs,134.18
O3899,2026-07-26,Furniture,South,401.65,6,0.1,Bookcases,105.64
O3900,2028-07-24,Office Supplies,South,1158.02,5,0.16,Paper,157.29
O3901,2026-08-31,Furniture,West,669.64,2,0.13,Bookcases,176.0
O3902,2021-08-30,Office Supplies,West,1644.28,6,0.29,Paper,126.91
O3903,2028-04-22,Furniture,South,384.22,1,0.15,Tables,87.92
O3904,2023-03-14,Technology,West,939.96,3,0.24,Phones,145.75
O3905,2032-05-27,Technology,East,47.04,4,0.2,Machines,9.7
O3906,2021-07-15,Furniture,Central,973.73,3,0.14,Tables,238.32
O3907,2026-12-28,Furniture,Central,130.56,6,0.14,Bookcases,32.71
O3908,2030-08-17,Office Supplies,South,1955.89,4,0.1,Paper,538.35
O3909,2027-05-20,Office Supplies,South,1585.37,1,0.03,Art,494.77
O3910,2027-06-18,Office Supplies,East,990.42,5,0.23,Storage,145.48
O3911,2034-04-04,Technology,West,191.44,5,0.28,Accessories,37.02
O3912,2030-11-16,Technology,South,1193.04,9,0.07,Accessories,325.62
O3913,2021-10-04,Technology,Central,1522.35,8,0.28,Phones,282.92
O3914,2021-03-02,Technology,East,397.62,8,0.07,Machines,124.61
O3915,2030-04-14,Office Supplies,East,1145.05,5,0.16,Paper,157.4
O3916,2026-03-29,Technology,West,1632.14,8,0.1,Machines,335.55
O3917,2031-10-03,Technology,South,1541.13,7,0.03,Accessories,471.56
O3918,2028-02-05,Technology,South,1609.92,1,0.02,Copiers,326.73
O3919,2022-07-21,Technology,East,1761.06,7,0.11,Machines,398.21
O3920,2031-10-11,Furniture,Central,1876.61,8,0.01,Bookcases,607.57
O3921,2025-04-21,Office Supplies,South,822.93,3,0.03,Art,154.59
O3922,2033-12-01,Office Supplies,Central,1146.16,9,0.04,Storage,367.83
O3923,2024-04-15,Technology,East,1585.51,8,0.0,Accessories,549.73
O3924,2033-01-27,Furniture,South,1400.34,2,0.05,Bookcases,312.75
O3925,2028-10-25,Office Supplies,Central,1991.13,6,0.17,Storage,458.0
O3926,2028-12-05,Office Supplies,East,47.08,4,0.25,Paper,4.43
O3927,2024-05-21,Technology,Central,723.16,3,0.06,Machines,206.77
O3928,2021-05-17,Technology,South,576.44,6,0.02,Copiers,151.16
O3929,2023-10-27,Office Supplies,West,539.39,9,0.22,Binders,118.15
O3930,2026-11-27,Office Supplies,Central,460.61,2,0.0,Binders,106.81
O3931,2028-02-08,Furniture,West,1424.07,5,0.22,Bookcases,271.85
O3932,2022-10-24,Office Supplies,South,187.82,6,0.04,Storage,55.95
O3933,2027-10-09,Office Supplies,West,1488.39,4,0.07,Storage,290.79
O3934,2028-05-01,Technology,East,1392.98,7,0.04,Machines,421.72
O3935,2027-04-28,Office Supplies,West,516.59,2,0.07,Paper,159.47
O3936,2021-03-28,Technology,Central,520.61,7,0.24,Phones,89.76
O3937,2027-11-18,Office Supplies,Central,1265.14,2,0.04,Binders,376.67
O3938,2029-01-21,Office Supplies,West,1529.1,1,0.3,Art,198.61
O3939,2028-08-05,Office Supplies,East,1755.44,5,0.1,Storage,420.81
O3940,2027-11-10,Furniture,South,1707.24,2,0.28,Bookcases,105.85
O3941,2030-01-24,Technology,West,1930.47,8,0.06,Accessories,480.0
O3942,2025-08-28,Furniture,Central,1171.14,8,0.06,Tables,300.2
O3943,2031-01-19,Office Supplies,Central,1819.14,1,0.17,Binders,392.04
O3944,2028-05-24,Furniture,West,1620.86,4,0.02,Tables,349.15
O3945,2030-12-09,Technology,West,1791.44,9,0.24,Phones,208.18
O3946,2033-07-27,Office Supplies,West,43.02,5,0.13,Art,10.69
O3947,2025-07-06,Furniture,South,1932.49,6,0.21,Bookcases,232.18
O3948,2030-02-01,Furniture,Central,957.59,3,0.05,Bookcases,227.34
O3949,2031-02-05,Technology,Central,1600.4,5,0.19,Phones,228.17
O3950,2022-08-20,Furniture,Central,271.86,1,0.18,Bookcases,52.14
O3951,2033-06-12,Technology,South,803.96,8,0.23,Machines,187.35
O3952,2022-04-30,Office Supplies,East,557.49,6,0.09,Paper,157.66
O3953,2022-10-08,Office Supplies,Central,597.48,2,0.28,Art,60.0
O3954,2029-06-17,Furniture,Central,264.05,4,0.29,Bookcases,29.12
O3955,2034-01-10,Office Supplies,East,1615.41,4,0.26,Art,335.67
O3956,2034-04-16,Office Supplies,South,38.3,9,0.17,Storage,9.57
O3957,2033-01-02,Furniture,East,638.76,9,0.13,Chairs,101.61
O3958,2022-12-22,Office Supplies,East,365.33,5,0.02,Paper,114.86
O3959,2033-12-17,Furniture,East,1186.3,3,0.28,Tables,124.14
O3960,2022-05-14,Technology,East,523.42,1,0.29,Copiers,71.48
O3961,2033-12-13,Technology,South,532.82,6,0.01,Copiers,104.31
O3962,2025-08-01,Technology,South,986.91,8,0.11,Accessories,290.93
O3963,2029-05-26,Furniture,East,1312.32,1,0.26,Furnishings,241.68
O3964,2021-04-25,Furniture,West,260.18,1,0.02,Furnishings,58.87
O3965,2029-02-27,Office Supplies,West,367.51,7,0.06,Art,100.17
O3966,2034-01-22,Office Supplies,West,509.41,7,0.29,Paper,50.43
O3967,2025-10-03,Office Supplies,West,1948.02,2,0.25,Binders,172.24
O3968,2030-11-21,Office Supplies,Central,806.36,3,0.27,Storage,103.86
O3969,2027-03-04,Office Supplies,South,1206.0,2,0.04,Storage,328.1
O3970,2027-04-14,Furniture,South,498.25,6,0.06,Tables,91.41
O3971,2030-12-10,Furniture,East,991.11,8,0.18,Chairs,186.09
O3972,2021-05-27,Technology,Central,166.76,8,0.15,Accessories,33.72
O3973,2031-11-27,Technology,East,88.79,1,0.09,Machines,22.14
O3974,2030-06-16,Technology,East,948.09,9,0.27,Machines,96.42
O3975,2033-05-05,Technology,South,809.35,8,0.27,Copiers,55.11
O3976,2027-08-08,Furniture,Central,291.02,9,0.09,Bookcases,59.29
O3977,2021-05-17,Furniture,West,1381.45,9,0.05,Bookcases,324.35
